id,site,date,hoff,hdef,htemp,aoff,adef,atemp,line,ou,hp,ap,prob,hs,as
401587167,False,20231125,110.15,99.0,65.5,104.0,107.44999999999999,66.8,-15.5,137.5,75.9,62.9,0.8736,80,66
401583755,False,20231125,100.35,105.75,65.05,100.85,113.44999999999999,67.15,-7.5,138.5,72.8,65.5,0.7335,81,67
401583613,False,20231125,103.95,99.35,66.25,106.65,106.9,69.05,-6.5,138.5,74.3,67.5,0.7163,81,59
401582130,False,20231125,100.4,110.05,69.05000000000001,99.35,108.94999999999999,76.3,-2.5,158.5,82.1,78.4,0.601,96,81
401581531,True,20231125,96.9,107.4,66.80000000000001,100.44999999999999,107.69999999999999,69.95,3.5,138.0,68.8,70.9,0.4092,53,63
401577700,False,20231125,104.45,97.5,68.15,96.3,112.25,73.15,-21.5,147.5,84.2,65.5,0.9347,92,74
401575419,False,20231125,105.7,101.45,65.9,100.9,107.45,69.75,-12.5,138.5,76.5,65.9,0.8199,90,60
401574596,False,20231125,100.95,106.75,69.0,91.85,106.55,65.05,-10.5,129.5,72.1,63.3,0.7938,75,68
401597420,False,20231125,103.35,108.5,70.15,100.85,102.4,67.55,-3.5,145.5,73.4,72.1,0.5525,84,90
401600243,False,20231125,95.85,110.2,67.35,102.3,109.45,71.65,3.5,150.5,73.5,75.1,0.409,71,94
401600084,False,20231125,104.15,111.85,73.05,99.4,102.3,71.25,4.5,158.5,79.6,78.7,0.5353,84,82
401598010,False,20231125,104.05000000000001,104.25,68.45,97.4,102.8,66.45,-6.5,133.5,72.4,65.5,0.742,66,73
401594192,False,20231125,96.8,111.2,65.55,104.35,109.9,63.05,3.5,127.5,64.5,68.1,0.3672,64,51
401581786,False,20231125,101.35,104.6,67.30000000000001,97.80000000000001,108.1,72.35,-9.5,144.5,77.9,69.7,0.7523,83,72
401579102,False,20231125,105.1,104.2,71.85,92.25,116.75,71.8,-23.5,159.5,88.8,68.8,0.9483,101,83
401574413,False,20231125,95.35,110.65,69.44999999999999,99.55,109.9,67.15,1.5,144.5,71.4,71.9,0.4704,71,74
401582161,True,20231125,112.0,97.05000000000001,69.95,118.1,95.6,72.75,,,74.7,79.6,0.3182,91,99
401594438,False,20231125,91.9,106.75,70.1,96.2,107.5,71.6,-1.5,145.5,73.6,72.5,0.506,71,59
401594344,False,20231125,98.2,103.19999999999999,69.0,103.15,107.6,71.55000000000001,-1.5,146.5,75.9,72.6,0.5902,83,87
401592096,False,20231125,101.05,112.25,70.75,98.4,112.0,70.75,-5.5,156.5,80.4,75.7,0.6568,90,80
401587227,True,20231125,101.4,112.80000000000001,73.6,97.2,103.5,69.2,1.5,151.5,73.9,77.2,0.4061,90,91
401584385,False,20231125,97.6,104.25,66.8,94.0,108.3,68.15,-6.5,131.5,71.9,63.9,0.7555,73,49
401576637,False,20231125,104.1,105.85,66.35,92.25,111.0,72.4,-16.5,145.5,80.8,66.4,0.8874,72,64
401603084,True,20231125,105.15,102.4,67.65,107.1,100.80000000000001,67.9,,,68.3,70.6,0.4137,88,77
401594580,True,20231125,102.19999999999999,111.55,70.80000000000001,102.55000000000001,104.95,71.25,3.5,155.5,74.1,78.6,0.3442,85,82
401593870,False,20231125,107.8,108.9,65.25,106.05,102.94999999999999,67.0,-1.5,138.5,70.9,70.3,0.528,55,71
401575763,False,20231125,104.15,107.25,67.9,105.4,108.6,72.8,-3.5,155.5,79.5,75.8,0.6117,79,84
401603105,True,20231125,95.2,112.05000000000001,70.2,93.35,108.15,71.35,-1.5,143.5,72.5,73.8,0.4562,64,72
401601460,False,20231125,103.15,99.15,64.3,103.65,105.75,68.85,-6.5,131.5,71.7,64.3,0.7364,65,57
401597873,False,20231125,105.6,98.0,70.65,108.1,104.44999999999999,71.9,-5.5,155.5,80.3,73.3,0.7218,92,86
401608090,True,20231125,99.05000000000001,106.65,71.75,107.65,105.0,71.80000000000001,6.5,155.5,73.6,80.3,0.2614,61,82
401603085,True,20231125,101.55,103.2,73.85,102.44999999999999,100.1,69.25,,,72.7,75.3,0.4168,89,79
401594173,False,20231125,104.0,104.55000000000001,68.44999999999999,94.1,110.75,70.55000000000001,-14.5,145.5,80.6,66.8,0.8822,86,59
401590948,False,20231125,108.5,105.6,67.6,101.4,98.0,70.80000000000001,-4.5,142.5,75.2,71.3,0.6425,67,47
401587133,False,20231125,111.8,100.65,72.1,99.8,113.3,65.69999999999999,-21.5,153.5,85.0,65.5,0.9509,91,45
401583717,False,20231125,107.05000000000001,100.55000000000001,66.35,100.95,106.0,70.45,-11.5,142.5,77.6,66.3,0.8362,90,61
401582160,True,20231125,106.55,101.15,70.85,113.7,97.6,67.35,,,69.0,76.0,0.2648,56,86
401581871,False,20231125,109.35,100.6,68.35,96.30000000000001,102.1,68.05,-16.5,136.5,77.1,63.7,0.8848,77,71
401581772,True,20231125,112.65,92.8,69.25,106.6,105.9,68.15,-14.5,142.5,77.8,65.4,0.8601,76,67
401577622,False,20231125,106.15,93.7,67.05000000000001,103.65,105.75,66.19999999999999,-14.5,132.5,74.0,60.8,0.8742,68,55
401577585,False,20231125,104.0,97.1,70.7,98.69999999999999,107.25,68.69999999999999,-15.5,142.5,79.2,65.3,0.8847,80,67
401604300,True,20231125,95.25,107.75,73.6,104.65,107.3,70.6,,,73.5,80.0,0.2712,58,75
401600269,False,20231125,104.4,102.9,72.75,97.1,106.2,68.6,-12.5,148.5,80.2,69.4,0.8333,66,65
401587207,False,20231125,105.65,96.7,66.45,108.30000000000001,102.69999999999999,63.45,-6.5,128.5,68.2,62.5,0.7038,79,70
401584445,False,20231125,109.85,100.1,68.5,103.0,106.25,66.75,-14.5,142.5,77.7,65.5,0.8625,86,71
401588596,False,20231125,102.05,102.45,69.2,104.30000000000001,105.45,72.75,-3.5,152.5,78.3,73.8,0.6372,79,89
401604299,True,20231125,99.95,103.25,70.65,103.35,98.15,69.5,,,68.1,73.7,0.309,77,66
401581572,True,20231126,104.4,96.95,66.6,106.4,100.1,70.94999999999999,2.5,138.5,69.7,69.0,0.511,,
401603086,True,20231126,101.15,100.80000000000001,64.55,98.05,109.35,66.9,-6.5,124.5,68.4,60.8,0.7475,,
401593935,True,20231126,101.0,102.1,73.7,102.5,105.25,71.5,-3.5,152.5,77.1,76.1,0.5377,,
401575764,True,20231126,106.6,109.0,71.85,95.35,106.65,67.35,-6.5,149.5,76.1,70.2,0.7287,,
401581569,True,20231126,114.2,99.65,68.6,116.2,98.30000000000001,68.9,2.5,151.5,72.9,75.1,0.4193,,
401598991,False,20231126,105.85,105.35,69.35,101.65,108.0,69.75,-7.5,143.5,79.3,71.3,0.7637,,
401589737,False,20231126,105.0,107.85,68.15,85.9,110.05,67.1,-18.5,134.5,78.2,61.4,0.9273,,
401581828,False,20231126,104.6,99.25,68.7,101.15,107.3,67.7,-8.5,133.5,76.4,65.3,0.8352,,
401581787,True,20231126,93.80000000000001,107.9,71.19999999999999,98.44999999999999,109.2,72.6,4.5,147.5,74.0,76.3,0.4074,,
401581352,True,20231126,100.85,107.30000000000001,69.7,100.5,110.55000000000001,67.05,-3.5,143.5,72.6,70.3,0.5883,,
401577545,False,20231126,104.19999999999999,99.0,70.35,103.35,108.15,71.4,-10.5,149.5,81.2,70.6,0.8146,,
401608091,True,20231126,102.35,111.44999999999999,71.0,106.55,106.75,71.4,7.5,160.5,75.1,80.9,0.2957,,
401603090,True,20231126,109.1,104.1,69.45,99.75,102.4,71.25,-5.5,146.5,76.4,71.3,0.6884,,
401594442,False,20231126,100.85,112.85,70.4,101.9,102.30000000000001,62.3,2.5,132.5,66.7,71.3,0.3563,,
401581759,False,20231126,112.1,94.8,69.45,104.69999999999999,104.80000000000001,68.94999999999999,-18.5,146.5,81.4,65.8,0.911,,
401594594,False,20231126,98.1,106.0,68.1,107.35,115.1,71.65,-2.5,156.5,78.3,75.2,0.5703,,
401594563,False,20231126,102.8,105.85,69.85,93.85,110.9,72.9,-12.5,149.5,83.3,70.5,0.8594,,
401590921,False,20231126,100.7,110.65,70.55,96.1,108.35,66.6,-4.5,145.5,74.7,70.2,0.666,,
401587228,False,20231126,98.15,106.6,68.4,103.44999999999999,115.0,73.4,-4.5,153.5,80.5,75.2,0.6474,,
401581857,False,20231126,101.6,104.4,67.6,102.45,98.1,64.7,1.5,129.5,65.5,66.6,0.4672,,
401577686,False,20231126,101.05000000000001,107.65,72.15,95.1,112.95,71.65,-12.5,154.5,83.8,73.0,0.8221,,
401574836,False,20231126,113.7,97.85,68.44999999999999,101.55000000000001,102.4,68.65,-18.5,140.5,80.1,65.0,0.9081,,
401581532,False,20231126,104.44999999999999,108.55000000000001,67.1,99.94999999999999,106.0,70.9,-5.5,148.5,76.5,71.7,0.6607,,
401583727,False,20231126,113.5,96.5,68.5,102.6,104.0,68.5,-15.5,144.5,80.7,64.5,0.9195,,
401581863,False,20231126,105.65,98.0,69.35,98.15,107.80000000000001,67.25,-16.5,137.5,78.0,63.1,0.9011,,
401574620,False,20231126,102.55,105.1,67.6,95.0,112.80000000000001,69.9,-12.5,142.5,79.3,66.3,0.8669,,
401574414,False,20231126,95.9,111.65,69.44999999999999,100.5,108.0,72.19999999999999,3.5,152.5,75.2,77.3,0.3967,,
401597431,True,20231126,99.2,103.95,65.94999999999999,98.55000000000001,112.4,72.25,-6.5,139.5,74.4,68.5,0.6876,,
401594252,True,20231126,100.65,105.5,70.95,100.75,105.0,70.5,1.5,145.5,73.5,73.9,0.4869,,
401587144,False,20231126,102.0,104.5,63.05,95.8,111.5,73.69999999999999,-13.5,141.5,77.8,66.0,0.8331,,
401586901,False,20231126,102.9,104.15,69.4,107.6,98.15,68.25,6.5,140.5,70.5,73.4,0.3903,,
401583804,False,20231126,106.0,105.69999999999999,68.4,101.2,104.15,72.0,-8.5,146.5,78.7,72.6,0.7017,,
401581571,True,20231126,107.85,97.7,68.85,109.85,100.05000000000001,70.5,-1.5,144.5,72.7,72.5,0.4986,,
401581174,False,20231126,97.15,103.85,66.55000000000001,106.35,103.2,74.5,3.5,145.5,73.1,75.5,0.3673,,
401575463,False,20231126,105.75,96.4,70.4,107.85,109.1,64.45,-12.5,139.5,76.0,65.5,0.8252,,
401603089,True,20231126,106.15,104.25,68.2,102.25,104.19999999999999,74.55,-2.5,148.5,77.2,74.6,0.585,,
401577615,True,20231126,108.3,97.44999999999999,69.65,102.5,100.85,67.9,-7.5,139.5,72.7,66.7,0.7147,,
401582142,False,20231126,94.6,109.80000000000001,65.95,99.95,110.25,71.35,2.5,140.5,72.0,72.3,0.4536,,
401575472,False,20231126,106.15,98.45,67.1,105.2,108.6,64.5,-9.5,133.5,73.3,62.8,0.8264,,
401575407,False,20231126,99.2,104.65,72.3,88.5,114.5,67.44999999999999,-21.5,139.5,80.9,64.5,0.9181,,
401577649,False,20231126,106.95,99.35,70.0,104.25,101.15,71.45,-7.5,148.5,78.8,71.4,0.7422,,
401594113,False,20231126,100.9,97.44999999999999,70.3,104.0,107.15,68.1,-8.5,139.5,75.7,67.6,0.7558,,
401593913,False,20231126,100.25,105.1,71.15,101.85,106.1,75.7,-3.5,157.5,82.0,78.1,0.6056,,
401581570,True,20231126,109.55,91.80000000000001,68.45,119.35,99.25,65.65,1.5,135.5,68.3,70.0,0.4255,,
401603088,True,20231126,109.0,101.65,68.35,103.95,100.65,69.7,-2.5,139.5,72.9,70.2,0.6026,,
401594052,False,20231126,103.19999999999999,102.55000000000001,68.6,101.55000000000001,111.05,68.0,-9.5,141.5,77.4,67.5,0.8054,,
401598045,True,20231126,104.2,97.2,68.3,106.05,100.55,69.15,-4.5,137.5,69.8,68.9,0.5268,,
